transaction_id,customer_id,customer_name,customer_age,gender,product_id,product_name,product_category,quantity,price,payment_mode,purchase_date,time_of_purchase,status,total_amount
TXN394683,CUST2458,Abram Tiwari,57,Female,P4252,Sweater,Clothing,3,3912,EMI,2023-08-14,06:50:32,pending,11736
TXN330838,CUST1020,Charvi Gupta,24,Male,P1786,Jacket,Clothing,4,7280,Cash,2023-10-31,21:17:01,pending,29120
TXN813043,CUST6454,Nakul Dar,48,Female,P1240,Sofa,Furniture,1,2098,UPI,2023-10-19,11:50:55,pending,2098
TXN362457,CUST8308,Veer Saha,48,Female,P6141,Textbook,Books,4,4200,Debit Card,2023-01-17,18:57:19,returned,16800
TXN808102,CUST2300,Jiya Sahota,34,Male,P1540,Wheat,Groceries,2,8614,Debit Card,2023-10-25,16:28:03,pending,17228
TXN970785,CUST2428,Divit Khatri,27,Female,P9866,Shirt,Clothing,5,11270,Cash,2023-06-17,16:57:48,cancelled,56350
TXN779683,CUST7752,Nayantara Ben,51,Female,P9900,Belt,Accessories,2,8062,UPI,2023-02-25,08:36:59,cancelled,16124
TXN829129,CUST3291,Mannat Contractor,33,Male,P8823,Vegetables,Groceries,4,13892,Credit Card,2023-07-09,14:16:20,pending,55568
TXN579660,CUST6458,Ayesha Brahmbhatt,21,Male,P3660,Dining Table,Furniture,2,4282,EMI,2023-04-20,17:44:40,delivered,8564
TXN325578,CUST5126,Khushi Devan,53,Female,P7695,Sweater,Clothing,1,4337,Credit Card,2023-07-11,05:19:39,delivered,4337
TXN194652,CUST4255,Yashvi Bhatia,30,Male,P9773,Comics,Books,2,1190,Credit Card,2023-02-05,18:30:54,returned,2380
TXN647912,CUST5965,Uthkarsh Bajaj,18,Male,P1660,Tablet,Electronics,5,18685,EMI,2023-12-29,10:10:04,delivered,93425
TXN980165,CUST9059,Ryan Virk,21,Male,P5782,Novel,Books,2,8446,EMI,2023-09-27,12:02:37,cancelled,16892
TXN677851,CUST8449,Zeeshan Batra,23,Male,P5835,Tablet,Electronics,4,17812,EMI,2023-03-22,05:52:24,cancelled,71248
TXN851517,CUST9133,Kismat Sachdeva,60,Female,P4211,Milk,Groceries,2,9230,UPI,2023-12-04,00:26:36,pending,18460
TXN244649,CUST3260,Aaryahi Bandi,45,Female,P3068,Fruits,Groceries,2,9540,EMI,2023-08-07,05:34:55,pending,19080
TXN306965,CUST3356,Arhaan Lala,56,Male,P1305,Wallet,Accessories,3,4617,EMI,2023-04-03,10:53:17,returned,13851
TXN178306,CUST1109,Ranbir Sane,46,Female,P7049,Laptop,Electronics,1,3728,Credit Card,2023-08-02,12:46:18,pending,3728
TXN626832,CUST6654,Keya Keer,39,Female,P6475,Magazine,Books,4,6536,Debit Card,2023-07-06,19:37:03,delivered,26144
TXN856961,CUST6473,Indranil Talwar,31,Male,P6078,Bed,Furniture,1,2306,Credit Card,2023-08-16,12:10:03,pending,2306
TXN615393,CUST8364,Advika Subramaniam,44,Male,P7571,Wardrobe,Furniture,2,5096,Debit Card,2023-03-08,22:34:32,pending,10192
TXN534950,CUST8831,Shlok Dhingra,35,Female,P7690,Novel,Books,2,362,EMI,2023-02-20,08:31:41,cancelled,724
TXN281411,CUST6946,Inaaya  Rege,29,Female,P4983,Sweater,Clothing,5,17105,UPI,2023-10-27,06:41:58,delivered,85525
TXN630576,CUST7654,Mamooty Arya,52,Male,P9558,Magazine,Books,2,4258,Credit Card,2023-12-22,16:36:29,delivered,8516
TXN493178,CUST5865,Ira Bora,39,Male,P2070,Magazine,Books,3,11319,Debit Card,2023-10-13,03:09:21,pending,33957
TXN714610,CUST4330,Dharmajan Kakar,19,Male,P5875,Handbag,Accessories,2,2512,UPI,2023-07-23,15:03:56,cancelled,5024
TXN418027,CUST7419,Adira Dugar,56,Female,P5186,Chair,Furniture,4,13500,UPI,2023-10-09,23:13:21,pending,54000
TXN310452,CUST8789,Amira Vora,22,Female,P7248,T-Shirt,Clothing,5,8345,UPI,2023-02-12,11:05:33,returned,41725
TXN929890,CUST7216,Indrajit Johal,20,Female,P4805,Smartwatch,Electronics,5,640,Cash,2023-02-27,22:58:52,delivered,3200
TXN823920,CUST3811,Shayak Kannan,53,Female,P2447,Sunglasses,Accessories,2,978,EMI,2023-09-23,18:26:21,delivered,1956
TXN871428,CUST8044,Kavya Soni,30,Female,P9606,Smartphone,Electronics,2,5702,UPI,2023-10-15,18:17:05,pending,11404
TXN440734,CUST3917,Taran Sankar,36,Female,P9478,Textbook,Books,1,801,Cash,2023-06-22,02:37:02,pending,801
TXN780003,CUST4642,Aaina Iyengar,31,Female,P4399,Comics,Books,3,6375,Debit Card,2023-04-09,08:32:00,cancelled,19125
TXN612430,CUST2042,Veer Aurora,27,Female,P1948,Watch,Accessories,3,7047,Debit Card,2023-07-02,12:42:04,cancelled,21141
TXN545730,CUST5825,Sahil Mahal,50,Female,P9916,Vegetables,Groceries,4,6648,Cash,2023-08-14,10:55:28,cancelled,26592
TXN515579,CUST2366,Eshani Krishnan,43,Female,P2676,Sweater,Clothing,2,7426,EMI,2023-12-02,08:18:15,pending,14852
TXN231025,CUST7105,Badal Ratti,41,Female,P5764,Watch,Accessories,2,1444,Cash,2023-11-25,10:42:58,cancelled,2888
TXN676351,CUST4497,Pari Vyas,40,Male,P5198,Bed,Furniture,3,8211,Credit Card,2023-10-22,19:20:34,returned,24633
TXN742704,CUST2867,Renee Biswas,29,Female,P4471,Belt,Accessories,5,2365,UPI,2023-05-08,19:35:12,delivered,11825
TXN971124,CUST8477,Kiara Bahri,34,Female,P2060,Magazine,Books,3,10848,Credit Card,2023-08-02,00:38:53,pending,32544
TXN486323,CUST7922,Sara Shanker,31,Male,P1901,Rice,Groceries,1,2779,Credit Card,2023-09-25,01:28:02,delivered,2779
TXN242251,CUST1214,Nehmat Batta,39,Male,P8337,Wheat,Groceries,4,19420,Debit Card,2023-12-02,03:48:49,delivered,77680
TXN804586,CUST8408,Shanaya Basak,23,Male,P3379,Laptop,Electronics,5,16930,UPI,2023-09-04,13:19:32,pending,84650
TXN877844,CUST7540,Anahi Mangal,20,Female,P6286,Wardrobe,Furniture,2,2696,Credit Card,2023-08-31,20:45:24,pending,5392
TXN155729,CUST1818,Kismat Kamdar,52,Male,P1686,Headphones,Electronics,1,3076,Credit Card,2023-02-26,11:42:57,cancelled,3076
TXN181845,CUST1442,Adira Desai,24,Female,P9047,Wallet,Accessories,2,2814,Cash,2023-11-16,12:38:23,cancelled,5628
TXN922417,CUST6537,Hiran Tripathi,60,Male,P5394,T-Shirt,Clothing,4,2304,Cash,2023-03-09,13:50:09,cancelled,9216
TXN237983,CUST6422,Indrans Sane,52,Male,P9985,Shirt,Clothing,1,2480,Credit Card,2023-04-26,04:51:35,returned,2480
TXN895081,CUST3258,Vanya Chandran,33,Male,P4349,T-Shirt,Clothing,1,770,EMI,2023-09-26,16:26:18,cancelled,770
TXN683404,CUST9661,Divyansh Bhargava,31,Female,P9825,Shirt,Clothing,4,3180,Cash,2023-04-13,05:48:00,pending,12720
TXN275395,CUST9618,Aarush Rau,58,Male,P7690,Vegetables,Groceries,1,557,UPI,2023-08-03,00:20:26,cancelled,557
TXN561837,CUST6214,Kiaan Hari,43,Male,P1647,Vegetables,Groceries,2,2958,Debit Card,2023-09-11,14:48:36,pending,5916
TXN246017,CUST9618,Aarush Rau,58,Male,P5876,Shirt,Clothing,4,4372,UPI,2023-07-29,18:16:23,cancelled,17488
TXN947458,CUST9993,Heer Bhatia,47,Female,P4895,Sunglasses,Accessories,4,4180,Credit Card,2023-08-26,14:12:05,pending,16720
TXN172231,CUST7979,Hrishita Hora,47,Female,P9553,Wheat,Groceries,4,11056,EMI,2023-11-18,15:12:42,delivered,44224
TXN785378,CUST7564,Adira Verma,32,Female,P8277,Jeans,Clothing,2,6484,Credit Card,2023-07-11,08:33:54,pending,12968
TXN776707,CUST7752,Nayantara Ben,51,Female,P2094,Jacket,Clothing,4,5352,UPI,2023-11-25,05:31:27,delivered,21408
TXN168430,CUST2324,Renee Sethi,18,Female,P7012,Comics,Books,5,18015,Credit Card,2023-08-28,20:47:31,delivered,90075
TXN435224,CUST2499,Advika Chaudhry,59,Male,P8495,Magazine,Books,1,2781,UPI,2023-09-15,06:06:54,pending,2781
TXN962432,CUST9993,Heer Bhatia,47,Female,P4205,Dining Table,Furniture,4,12768,EMI,2023-06-19,16:12:44,delivered,51072
TXN664310,CUST2365,Tushar Chakrabarti,50,Male,P3838,T-Shirt,Clothing,3,6105,Credit Card,2023-11-21,23:27:48,delivered,18315
TXN182046,CUST6422,Indrans Sane,52,Male,P8684,Bed,Furniture,4,17308,EMI,2023-02-01,13:02:17,cancelled,69232
TXN410132,CUST5921,Kismat Saran,25,Male,P8229,Textbook,Books,2,1668,Credit Card,2023-10-09,10:08:28,pending,3336
TXN543127,CUST6806,Aaryahi Wadhwa,57,Male,P7555,Headphones,Electronics,1,4931,Credit Card,2023-09-07,01:47:02,delivered,4931
TXN994057,CUST5732,Shalv Swamy,51,Male,P4458,Sweater,Clothing,5,10380,Credit Card,2023-06-07,03:45:15,returned,51900
TXN830665,CUST8512,Bhamini Kapur,45,Male,P5976,Sofa,Furniture,5,9640,Credit Card,2023-02-27,19:34:05,pending,48200
TXN460746,CUST8512,Bhamini Kapur,45,Male,P6196,Belt,Accessories,3,8172,Credit Card,2023-08-01,15:35:01,returned,24516
TXN718937,CUST2976,Ranbir Kale,39,Female,P5145,Jeans,Clothing,5,9290,EMI,2023-11-22,07:57:10,pending,46450
TXN526537,CUST8530,Shlok Kakar,58,Male,P5111,Wardrobe,Furniture,1,4572,UPI,2023-05-19,07:21:17,pending,4572
TXN149262,CUST6198,Samar Srinivasan,42,Female,P4672,Belt,Accessories,5,24575,UPI,2023-10-03,20:25:49,cancelled,122875
TXN688494,CUST8052,Riaan Chakrabarti,24,Female,P4877,Sunglasses,Accessories,3,10581,Credit Card,2023-02-22,20:50:45,pending,31743
TXN484185,CUST1660,Mehul Bhatti,29,Female,P2154,Milk,Groceries,2,2002,Credit Card,2023-08-04,02:11:50,delivered,4004
TXN379086,CUST4922,Tarini Agrawal,33,Male,P2118,T-Shirt,Clothing,2,8356,EMI,2023-05-17,16:21:41,delivered,16712
TXN263527,CUST4152,Saira Handa,31,Female,P7779,Vegetables,Groceries,1,875,Debit Card,2023-09-01,01:50:34,pending,875
TXN696673,CUST6537,Hiran Tripathi,60,Male,P4467,Sofa,Furniture,4,11400,Cash,2023-11-05,14:12:17,delivered,45600
TXN106852,CUST4427,Aniruddh Sangha,52,Male,P2401,Rice,Groceries,3,3912,Credit Card,2023-07-02,21:32:49,returned,11736
TXN214776,CUST4053,Seher Randhawa,59,Female,P8220,Jacket,Clothing,1,975,Credit Card,2023-06-30,09:30:52,cancelled,975
TXN189117,CUST3454,Aradhya Chandra,41,Male,P1162,Headphones,Electronics,3,3639,Debit Card,2023-03-16,05:35:29,pending,10917
TXN345543,CUST2428,Divit Khatri,27,Female,P4134,Rice,Groceries,1,3039,Credit Card,2023-12-10,10:24:27,pending,3039
TXN461792,CUST3434,Nitara Chana,50,Female,P4855,Jeans,Clothing,4,3780,Credit Card,2023-07-23,17:55:55,delivered,15120
TXN488880,CUST7973,Saira Khare,23,Male,P6859,Jeans,Clothing,3,6612,UPI,2023-10-23,23:12:07,delivered,19836
TXN125933,CUST8090,Shanaya Divan,44,Male,P8202,Smartphone,Electronics,5,20535,Cash,2023-10-27,02:30:49,cancelled,102675
TXN207875,CUST9459,Jiya Bansal,60,Male,P2480,Sofa,Furniture,4,2988,EMI,2023-09-12,01:28:13,pending,11952
TXN667161,CUST5750,Uthkarsh Ramaswamy,25,Female,P4290,Milk,Groceries,5,2060,Credit Card,2023-08-12,09:05:20,returned,10300
TXN291784,CUST3826,Manikya Walia,57,Female,P6053,Comics,Books,5,9650,Credit Card,2023-05-04,11:47:13,returned,48250
TXN175964,CUST3099,Jiya Goyal,54,Female,P2112,Magazine,Books,3,13674,Credit Card,2023-04-05,11:48:44,returned,41022
TXN468803,CUST6170,Khushi Raju,24,Female,P9824,Magazine,Books,1,2853,Credit Card,2023-12-28,23:42:47,pending,2853
TXN228720,CUST5577,Kashvi Comar,23,Female,P9893,Jacket,Clothing,4,5004,UPI,2023-12-13,22:27:22,delivered,20016
TXN915566,CUST2867,Renee Biswas,29,Female,P6647,Watch,Accessories,4,4016,Cash,2023-06-16,11:53:46,cancelled,16064
TXN404372,CUST6214,Kiaan Hari,43,Male,P7555,Textbook,Books,2,8256,UPI,2023-12-09,20:52:47,returned,16512
TXN704385,CUST4157,Faiyaz Anne,32,Female,P4144,Dining Table,Furniture,3,5970,EMI,2023-06-27,22:22:31,cancelled,17910
TXN972111,CUST7489,Adira Yadav,44,Female,P8957,T-Shirt,Clothing,3,2601,Debit Card,2023-11-03,00:05:20,returned,7803
TXN135252,CUST9488,Ahana  Sethi,29,Female,P9385,Shirt,Clothing,1,2613,Credit Card,2023-07-24,15:40:09,delivered,2613
TXN432748,CUST1137,Saira Kaul,41,Female,P9504,Laptop,Electronics,5,14110,Cash,2023-08-04,21:39:31,delivered,70550
TXN293350,CUST5670,Samarth Bose,40,Female,P9669,T-Shirt,Clothing,4,2964,Cash,2023-11-09,10:35:06,delivered,11856
TXN537153,CUST1265,Parinaaz Hari,41,Male,P3816,Rice,Groceries,5,24430,Cash,2023-08-09,08:05:04,cancelled,122150
TXN857531,CUST4926,Anya Rama,58,Male,P6219,Bed,Furniture,2,5916,EMI,2023-03-29,01:59:56,delivered,11832
TXN992566,CUST1442,Adira Desai,24,Female,P9169,Watch,Accessories,1,4533,Cash,2023-04-25,20:27:40,pending,4533
TXN756468,CUST1818,Kismat Kamdar,52,Male,P7268,Shirt,Clothing,4,11688,Debit Card,2023-11-08,07:14:52,cancelled,46752
TXN525595,CUST9084,Dishani Bawa,32,Male,P5486,Wardrobe,Furniture,3,6330,Credit Card,2023-02-03,04:54:01,delivered,18990
TXN129013,CUST5353,Dishani Thakur,52,Male,P2651,Bed,Furniture,3,8133,Debit Card,2023-01-23,14:36:50,returned,24399
TXN444785,CUST2458,Abram Tiwari,57,Female,P2639,Headphones,Electronics,2,288,Credit Card,2023-04-22,23:59:46,cancelled,576
TXN264059,CUST7427,Zeeshan Barad,51,Male,P9109,Tablet,Electronics,4,4528,Credit Card,2023-07-21,08:36:38,returned,18112
TXN991382,CUST7920,Ayesha Bassi,51,Male,P5829,Dining Table,Furniture,1,3210,EMI,2023-04-23,10:53:35,pending,3210
TXN151421,CUST5865,Ira Bora,39,Male,P3052,Comics,Books,5,23640,Credit Card,2023-01-15,01:23:59,pending,118200
TXN132221,CUST5215,Samaira Sarma,24,Female,P7845,Wallet,Accessories,5,19005,Debit Card,2023-08-18,09:01:26,returned,95025
TXN696379,CUST1732,Kabir Sanghvi,35,Female,P9253,Comics,Books,2,592,UPI,2023-12-22,08:11:29,cancelled,1184
TXN275125,CUST7853,Amani Tandon,28,Male,P6565,Fruits,Groceries,2,1956,Credit Card,2023-07-20,20:47:05,delivered,3912
TXN690048,CUST9620,Yuvaan Sastry,34,Male,P6182,Sweater,Clothing,1,4799,UPI,2023-08-07,16:58:19,returned,4799
TXN834755,CUST1003,Mahika Saini,35,Male,P1071,Jacket,Clothing,1,655,Credit Card,2023-06-18,00:06:38,pending,655
TXN837162,CUST2659,Divyansh Dhar,39,Male,P5924,Wheat,Groceries,2,9144,EMI,2024-01-01,17:32:01,cancelled,18288
TXN174888,CUST7367,Anaya Talwar,51,Male,P3711,Wardrobe,Furniture,1,2845,Debit Card,2023-04-29,18:46:42,returned,2845
TXN799260,CUST1514,Prerak Tiwari,20,Female,P6033,Smartwatch,Electronics,4,16572,Credit Card,2023-01-11,02:37:09,pending,66288
TXN181824,CUST3908,Shlok Srinivas,45,Male,P8288,Notebook,Books,2,5930,Credit Card,2023-11-19,12:46:09,delivered,11860
TXN262562,CUST7216,Indrajit Johal,20,Female,P3853,Wardrobe,Furniture,2,7072,Credit Card,2023-10-01,13:29:36,pending,14144
TXN444412,CUST2499,Advika Chaudhry,59,Male,P1252,Chair,Furniture,3,7326,UPI,2023-08-30,01:41:24,pending,21978
TXN496323,CUST9877,Neelofar Raman,27,Female,P4975,Sunglasses,Accessories,5,20945,UPI,2023-05-10,20:24:50,returned,104725
TXN481209,CUST7577,Adah Dasgupta,24,Female,P3657,Wallet,Accessories,1,2281,Cash,2023-06-09,09:16:04,delivered,2281
TXN643428,CUST3599,Anaya Vaidya,60,Male,P3816,Sweater,Clothing,5,8335,Cash,2023-06-22,22:37:42,returned,41675
TXN942729,CUST3636,Aaina Kar,34,Male,P5687,Wardrobe,Furniture,5,16165,EMI,2023-06-06,01:07:20,delivered,80825
TXN685544,CUST1795,Prerak Bahri,19,Male,P4636,Rice,Groceries,4,7500,UPI,2023-08-15,23:19:58,pending,30000
TXN957766,CUST5990,Divij Mahal,22,Female,P3672,Rice,Groceries,1,4146,Debit Card,2023-01-02,18:43:47,cancelled,4146
TXN272454,CUST2458,Abram Tiwari,57,Female,P4075,Shirt,Clothing,4,8400,Debit Card,2023-02-08,07:50:04,pending,33600
TXN126124,CUST9106,Hridaan Varty,21,Male,P2220,Comics,Books,3,13080,Debit Card,2023-05-21,13:02:03,pending,39240
TXN133416,CUST3434,Nitara Chana,50,Female,P6198,Bed,Furniture,2,1996,EMI,2023-10-09,22:51:39,pending,3992
TXN784701,CUST6422,Indrans Sane,52,Male,P4693,Jeans,Clothing,2,4706,Credit Card,2023-05-24,07:29:55,pending,9412
TXN929088,CUST9106,Hridaan Varty,21,Male,P2076,Notebook,Books,5,21380,Cash,2023-09-05,13:09:47,returned,106900
TXN862292,CUST9661,Divyansh Bhargava,31,Female,P1091,Wheat,Groceries,4,8364,Credit Card,2023-10-01,06:41:24,delivered,33456
TXN124104,CUST8724,Misha Bhalla,45,Female,P2957,Tablet,Electronics,1,1459,Cash,2023-05-06,08:03:21,cancelled,1459
TXN632516,CUST3051,Prerak Walla,37,Female,P1840,Wallet,Accessories,2,1118,Debit Card,2023-12-05,16:17:17,cancelled,2236
TXN486101,CUST7577,Adah Dasgupta,24,Female,P6346,Sunglasses,Accessories,5,9350,UPI,2023-03-04,02:47:07,delivered,46750
TXN461928,CUST1137,Saira Kaul,41,Female,P7432,Novel,Books,3,7332,Debit Card,2023-06-15,18:43:15,returned,21996
TXN793352,CUST7105,Badal Ratti,41,Female,P2245,Novel,Books,5,13795,Credit Card,2023-01-06,09:11:59,pending,68975
TXN650640,CUST6404,Lavanya Kara,31,Female,P9566,Wheat,Groceries,2,8076,Debit Card,2023-03-28,20:41:22,delivered,16152
TXN279182,CUST4481,Dhanush Bhakta,41,Female,P3741,Headphones,Electronics,5,23120,Debit Card,2023-11-13,04:42:28,returned,115600
TXN987870,CUST3787,Taran Andra,19,Female,P1194,T-Shirt,Clothing,1,1992,Debit Card,2023-05-04,22:41:31,returned,1992
TXN613925,CUST6949,Priyansh Kakar,31,Female,P1733,Wallet,Accessories,4,16288,Credit Card,2023-04-09,14:57:10,cancelled,65152
TXN512292,CUST2450,Rhea Rastogi,18,Male,P2183,Headphones,Electronics,1,3193,Credit Card,2023-10-03,05:18:34,delivered,3193
TXN621035,CUST4609,Seher Solanki,22,Male,P2983,Wallet,Accessories,5,4180,Debit Card,2023-07-22,19:27:43,cancelled,20900
TXN340418,CUST7216,Indrajit Johal,20,Female,P2277,Sweater,Clothing,5,18315,EMI,2023-08-22,18:13:51,pending,91575
TXN432990,CUST8438,Anahita Desai,33,Female,P5214,Dining Table,Furniture,5,24805,Cash,2023-11-29,22:06:56,cancelled,124025
TXN818041,CUST2698,Ishita Chander,45,Female,P6585,Comics,Books,1,3585,Cash,2023-05-30,01:31:11,returned,3585
TXN469013,CUST5616,Emir Swaminathan,18,Female,P6265,Vegetables,Groceries,3,11208,Debit Card,2023-07-31,02:54:21,delivered,33624
TXN594288,CUST7617,Anahita Master,47,Female,P9632,Vegetables,Groceries,5,5195,Credit Card,2023-05-14,11:26:52,pending,25975
TXN572375,CUST6378,Kanav Choudhry,24,Female,P7102,Belt,Accessories,2,5872,UPI,2023-06-16,13:51:41,pending,11744
TXN143663,CUST8285,Shray Gaba,47,Female,P4622,Vegetables,Groceries,1,789,Cash,2023-01-14,03:10:23,delivered,789
TXN336972,CUST8087,Charvi Devi,45,Female,P5840,Textbook,Books,1,2941,Debit Card,2023-04-20,05:15:46,returned,2941
TXN770788,CUST2129,Trisha Shah,47,Female,P5399,Jeans,Clothing,3,9768,Debit Card,2023-12-27,02:49:26,returned,29304
TXN106992,CUST5416,Samiha Bhatti,21,Female,P5258,Handbag,Accessories,5,21425,Cash,2023-05-16,19:15:10,returned,107125
TXN286840,CUST4441,Nehmat Gaba,59,Male,P6060,Jeans,Clothing,1,1588,Credit Card,2023-12-02,22:39:08,pending,1588
TXN511941,CUST7564,Adira Verma,32,Female,P6954,Vegetables,Groceries,4,16240,Cash,2023-06-12,17:09:49,delivered,64960
TXN349399,CUST3099,Jiya Goyal,54,Female,P2541,Vegetables,Groceries,4,14116,EMI,2023-06-29,18:18:34,pending,56464
TXN747717,CUST5252,Darshit Mann,57,Female,P9936,Belt,Accessories,4,10856,UPI,2023-02-17,10:32:16,pending,43424
TXN884885,CUST7617,Anahita Master,47,Female,P2439,Milk,Groceries,3,9693,Credit Card,2023-09-14,06:42:35,delivered,29079
TXN640861,CUST8459,Shamik Sampath,30,Female,P6355,Watch,Accessories,5,535,Credit Card,2023-12-25,04:02:39,returned,2675
TXN178251,CUST2479,Kabir Sarraf,30,Female,P9939,Tablet,Electronics,1,677,EMI,2023-02-10,15:27:05,cancelled,677
TXN528126,CUST6720,Jayan Chaudhary,55,Female,P5961,Wallet,Accessories,5,24195,Credit Card,2023-07-20,18:33:55,delivered,120975
TXN440296,CUST9133,Kismat Sachdeva,60,Female,P1247,Wheat,Groceries,1,3937,Credit Card,2023-05-25,17:58:15,delivered,3937
TXN971689,CUST8090,Shanaya Divan,44,Male,P8767,Milk,Groceries,4,5332,EMI,2023-05-15,13:48:47,delivered,21328
TXN815701,CUST8449,Zeeshan Batra,23,Male,P5497,Smartphone,Electronics,4,11564,Credit Card,2023-12-26,04:45:23,delivered,46256
TXN517931,CUST3707,Zain Randhawa,57,Female,P2643,Headphones,Electronics,2,7098,Credit Card,2023-02-16,12:09:48,returned,14196
TXN768064,CUST7254,Madhav Kannan,41,Male,P5793,Milk,Groceries,2,5194,Cash,2023-03-14,20:02:46,delivered,10388
TXN459931,CUST1534,Manjari Sachar,51,Female,P8150,Smartphone,Electronics,5,16275,UPI,2023-11-07,02:34:38,delivered,81375
TXN989133,CUST1020,Charvi Gupta,24,Male,P2698,Textbook,Books,1,2210,Debit Card,2023-02-15,07:53:47,pending,2210
TXN606148,CUST3166,Alia Kaul,35,Male,P1059,Magazine,Books,1,4289,EMI,2023-11-13,04:13:55,cancelled,4289
TXN466826,CUST6487,Aayush Hayer,37,Female,P4299,Smartwatch,Electronics,4,16784,EMI,2023-05-11,23:44:23,returned,67136
TXN761369,CUST6351,Suhana Johal,40,Male,P6436,Watch,Accessories,3,2571,EMI,2023-12-05,06:26:21,delivered,7713
TXN355791,CUST2428,Divit Khatri,27,Female,P9360,Handbag,Accessories,1,419,Cash,2023-05-01,03:18:05,returned,419
TXN710987,CUST4330,Dharmajan Kakar,19,Male,P5118,Belt,Accessories,1,4027,Cash,2023-10-04,11:34:38,returned,4027
TXN611145,CUST1214,Nehmat Batta,39,Male,P7930,Laptop,Electronics,3,13878,UPI,2023-09-08,02:13:14,delivered,41634
TXN893156,CUST1514,Prerak Tiwari,20,Female,P3394,Vegetables,Groceries,4,5708,EMI,2023-06-27,00:25:40,pending,22832
TXN859574,CUST6214,Kiaan Hari,43,Male,P7267,Wallet,Accessories,4,11728,Cash,2023-10-02,12:40:16,cancelled,46912
TXN837589,CUST4926,Anya Rama,58,Male,P2026,Handbag,Accessories,2,8820,EMI,2023-05-14,04:07:35,cancelled,17640
TXN312290,CUST9088,Samaira Bora,29,Female,P8413,Fruits,Groceries,3,6675,Cash,2023-07-10,09:31:34,delivered,20025
TXN669823,CUST2363,Inaaya  Zachariah,41,Female,P4165,Bed,Furniture,2,5456,Credit Card,2023-06-23,15:27:06,pending,10912
TXN374844,CUST2042,Veer Aurora,27,Female,P5442,Vegetables,Groceries,3,7476,Debit Card,2023-04-14,08:10:19,returned,22428
TXN594956,CUST6180,Umang Mangal,56,Male,P2242,Headphones,Electronics,4,13236,Debit Card,2023-06-02,15:57:25,pending,52944
TXN836987,CUST7920,Ayesha Bassi,51,Male,P7345,Jeans,Clothing,3,8112,EMI,2023-08-15,16:10:32,returned,24336
TXN369143,CUST7973,Saira Khare,23,Male,P9575,Jacket,Clothing,1,1187,EMI,2023-09-28,07:08:35,returned,1187
TXN179947,CUST7752,Nayantara Ben,51,Female,P7738,T-Shirt,Clothing,3,7989,Credit Card,2023-05-18,23:48:18,pending,23967
TXN821427,CUST7277,Onkar Sachdeva,37,Male,P3537,Notebook,Books,4,7852,Cash,2023-07-25,02:43:50,pending,31408
TXN187754,CUST2836,Tejas Master,57,Male,P1122,Milk,Groceries,5,10040,Credit Card,2023-04-17,13:06:46,pending,50200
TXN777051,CUST4747,Krish Srinivasan,23,Male,P2198,Jeans,Clothing,1,2766,Debit Card,2023-09-01,13:12:46,returned,2766
TXN894427,CUST7843,Mehul Saraf,24,Female,P2818,Wardrobe,Furniture,3,6225,UPI,2023-07-25,00:15:17,cancelled,18675
TXN290966,CUST9651,Jivin Varghese,40,Male,P9303,Milk,Groceries,5,3855,Credit Card,2023-12-17,18:07:15,pending,19275
TXN189391,CUST2925,Adah Desai,22,Female,P8647,Rice,Groceries,2,5148,EMI,2023-10-10,02:33:58,delivered,10296
TXN612533,CUST3826,Manikya Walia,57,Female,P5932,Chair,Furniture,5,12175,Credit Card,2023-04-08,03:26:28,pending,60875
TXN364930,CUST8852,Kiaan Lall,41,Male,P7188,Rice,Groceries,1,2459,EMI,2023-11-07,05:05:17,pending,2459
TXN178384,CUST6945,Anay Deshmukh,47,Male,P6959,Novel,Books,3,7020,Credit Card,2023-02-04,02:55:09,pending,21060
TXN287174,CUST1401,Damini Raju,49,Female,P4575,Jacket,Clothing,3,11532,Cash,2023-08-19,00:36:11,pending,34596
TXN737309,CUST5865,Ira Bora,39,Male,P5107,Chair,Furniture,3,6717,Debit Card,2023-10-22,10:13:00,delivered,20151
TXN604561,CUST3454,Aradhya Chandra,41,Male,P5741,Watch,Accessories,2,9950,Credit Card,2023-10-30,14:48:52,delivered,19900
TXN457866,CUST2469,Tushar Subramanian,30,Female,P5623,Handbag,Accessories,3,11742,Cash,2023-10-27,21:00:39,pending,35226
TXN314226,CUST5111,Anvi Balakrishnan,51,Female,P9743,Dining Table,Furniture,1,4655,Cash,2023-10-26,09:59:57,pending,4655
TXN669959,CUST5138,Urvi Saran,52,Female,P5543,Belt,Accessories,5,19080,EMI,2023-03-23,03:07:00,pending,95400
TXN700099,CUST1394,Jayesh Brar,30,Female,P5990,Vegetables,Groceries,2,5152,EMI,2023-04-14,20:28:00,pending,10304
TXN919928,CUST8459,Shamik Sampath,30,Female,P2417,Magazine,Books,1,3645,Cash,2023-08-11,18:00:54,delivered,3645
TXN972008,CUST9488,Ahana  Sethi,29,Female,P4551,Vegetables,Groceries,2,8128,Cash,2023-02-26,02:28:18,pending,16256
TXN203251,CUST5516,Aarav Bawa,19,Female,P7432,Jacket,Clothing,2,4436,UPI,2023-01-06,13:25:23,pending,8872
TXN229109,CUST5198,Samaira Chakraborty,32,Female,P8976,Comics,Books,4,19532,Cash,2023-05-10,04:48:02,cancelled,78128
TXN553665,CUST9012,Raunak Dugar,23,Female,P6685,Bed,Furniture,3,6507,Debit Card,2023-06-28,17:20:07,pending,19521
